IRC,FULLBRANDNAME,GenericCode,LicenseOwnerCompanyName,LicenseOwnerCompanyNationalId,PackageCount,GTIN,ErxCode,Action
6703232711089866,"ACETAMINOPHEN-HAKIM SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,دارو سازی حکیم,10100359861,1,06260155800601,60002,
1872257251307769,"ACETAMINOPHEN-HAKIM SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,دارو سازی حکیم,10100359861,1,06260155802773,60002,
1509174944425884,"ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,داروسازی خوارزمی,10100378232,1,06260160201363,60002,
1201524779821623,"ACETAMINOPHEN-HAKIM SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,دارو سازی حکیم,10100359861,1,06260155812284,60002,
8956619462354350,"AMIPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,داروسازی امین,10260063258,1,06260154906168,60004,
5331796164806180,"ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,لابراتوارهای شهردارو,10100384423,1,06260195221602,60002,
6335260819143209,"ACETAMINOPHEN NIXADA SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,نیک سامان دارو,10320856721,1,06266644400321,60002,
9307866020976527,"ACETAMINOPHEN-HAKIM SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,دارو سازی حکیم,10100359861,1,06260155802582,60002,
4714805060504354,"ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,کارخانجات دارو پخش,10101823437,1,06260132423892,60002,
5586239358592725,"ACETAGROPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,دارویی و نهاده های زاگرس دارو پارسیان,10102439004,1,06262209197033,60003,
8392270324942908,"ACETAMINOPHEN-HAKIM SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",3,دارو سازی حکیم,10100359861,1,06260155800618,60002,
3877722597609395,VELOTYL SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی خوارزمی,10100378232,1,06260160203404,69191,New
8456287743695978,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,آسا دارو طوس,10380432161,1,06262101000004,60007,New
2109042514742284,BEHESTAMOL SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی بهستان,10102853854,1,06260782102796,73698,Update
4225490991196659,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803001916,60007,
9086340586308934,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803002029,60007,
4247171025959028,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803001329,60007,
1104675326422778,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803001312,60007,
3215975590105339,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803003354,60007,
8828606770259443,CHILDREN CORIZAN PAIN & FEVER SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی دکتر عبیدی,10100621228,1,06260154611017,60008,
5990765444816780,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,آسا دارو طوس,10380432161,1,06262101000790,60007,
9478882967072135,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803002036,60007,
9673955045201755,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803003361,60007,
8251273078076360,CHILDREN CORIZAN PAIN & FEVER SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی دکتر عبیدی,10100621228,1,06260154642561,60008,
9545614296392506,VELOTYL SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی خوارزمی,10100378232,1,06260160201974,69191,
6306758810299215,VELOTYL SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی خوارزمی,10100378232,1,06260160250804,69191,
7776661397142271,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,لابراتوارهای رازک,10860385410,1,06260154220059,60007,
6027541353600168,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803062122,60007,
8395702814811414,ACETASENSE SOLUTION ORAL 120 mg/5mL 60 mL,4,تریتا داروی هزاره سوم,10460124681,1,06261193800561,71080,
1666051042908459,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803002432,60007,
2933696689960047,CHILDREN CORIZAN PAIN & FEVER SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی دکتر عبیدی,10100621228,1,06260154637789,60008,
1407606219403029,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,رامو فارمین,10100502354,1,06260166802083,60007,
5363175946556849,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی امین,10260063258,1,06260154904942,60007,
7430902449196631,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,آسا دارو طوس,10380432161,1,06262101000103,60007,
6560262306023205,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,لابراتوار دارو سازی آرایشی و بهداشتی مینا سهامی,10100258539,1,06260128140314,60007,
8176752249955592,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,رامو فارمین,10100502354,1,06260166840047,60007,
8465170750517404,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,رامو فارمین,10100502354,1,06260166800904,60007,
2402314380104106,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,فارماشیمی,10100369224,1,06260286524025,60007,
1938495254137468,MINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروئی ارایشی وبهداشتی مینو,10102344008,1,06260764910944,60009,
6601591383992718,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی خوارزمی,10100378232,1,06260160250224,60007,
6876226278177642,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی خوارزمی,10100378232,1,06260160220210,60007,
8049354470359915,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,لابراتوارهای رازک,10860385410,1,06260154200181,60007,
7798847297738998,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی امین,10260063258,1,06260154960122,60007,
6622269310766089,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروئی ارایشی وبهداشتی مینو,10102344008,1,06260764910944,60007,
9409923870172704,ACETAMINOPHEN BEHSA SOLUTION ORAL 120 mg/5mL 60 mL,4,دارو سازی بهسا,10780030571,1,06260157633252,60007,
5886228337220721,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروسازی تولید دارو,10102901102,1,06260803002425,60007,
2934438670612379,MINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,داروئی ارایشی وبهداشتی مینو,10102344008,1,06260764911217,60009,
4462746831880736,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,آسا دارو طوس,10380432161,1,06262101000639,60007,
6818327445915001,ACETAMINOPHEN BEHSA SOLUTION ORAL 120 mg/5mL 60 mL,4,دارو سازی بهسا,10780030571,1,06260157600216,60007,
1494344469822795,ACETAMINOPHEN NIXADA SOLUTION ORAL 120 mg/5mL 60 mL,4,نیک سامان دارو,10320856721,1,06266644400451,60007,
4245036933566040,ACETAMINOPHEN NIXADA SOLUTION ORAL 120 mg/5mL 60 mL,4,نیک سامان دارو,10320856721,1,06266644400505,60007,
9369817093374904,ACETAMINOPHEN NIXADA SOLUTION ORAL 120 mg/5mL 60 mL,4,نیک سامان دارو,10320856721,1,06266644400260,60007,
8673411058178663,ACETAMINOPHEN NIXADA SOLUTION ORAL 120 mg/5mL 60 mL,4,نیک سامان دارو,10320856721,1,06266644400017,60007,
4769609231380172,ACETAMINOPHEN NIXADA SOLUTION ORAL 120 mg/5mL 60 mL,4,نیک سامان دارو,10320856721,1,06266644400086,60007,
7761574989374827,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,4,لابراتوارهای رازک,10860385410,1,06260154203373,60007,
1261305778473701,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152400705,60013,New
9727983532774340,CHILDREN CORIZAN PAIN & FEVER SUSPENSION ORAL 120 mg/5mL 120 mL,5,داروسازی دکتر عبیدی,10100621228,1,06260154602534,70315,New
5331470067628218,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152400682,60013,New
6167627731675085,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152400699,60013,New
9616531591825087,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152421267,60013,
6651948689410253,ACETAMINOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,داروسازی روژین,10320522972,1,06261197900854,60010,
5873897692541469,PARAKID SUSPENSION ORAL 120 mg/5mL 120 mL,5,الحاوی,10100428084,1,06260171300253,60012,
4615016667606539,PARAKID SUSPENSION ORAL 120 mg/5mL 120 mL,5,الحاوی,10100428084,1,06260171301069,60012,
6328136010044435,ACETAMINOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,لابراتوارهای شهردارو,10100384423,1,06260195221534,60010,
3823947869816372,ACETAMINOPHEN-HAKIM SUSPENSION ORAL 120 mg/5mL 120 mL,5,دارو سازی حکیم,10100359861,1,06260155802605,60010,
8639076138704458,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152422110,60013,
7767811649548370,CHILDREN CORIZAN PAIN & FEVER SUSPENSION ORAL 120 mg/5mL 120 mL,5,داروسازی دکتر عبیدی,10100621228,1,06260154605160,70315,
5335956682500632,ACETAMINOPHEN-HAKIM SUSPENSION ORAL 120 mg/5mL 120 mL,5,دارو سازی حکیم,10100359861,1,06260155819573,60010,
4451629880874226,PARAKID SUSPENSION ORAL 120 mg/5mL 120 mL,5,الحاوی,10100428084,1,06260171300901,60012,
7640478810680729,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152422127,60013,
8114312716453635,ACETAMINOPHEN SOHA SUSPENSION ORAL 120 mg/5mL 120 mL,5,دارو سازی سها,10860112294,1,06260154311085,60010,
3731393967936005,PARATEL SUSPENSION ORAL 120 mg/5mL 120 mL,5,البرز دارو,10861412626,1,06260152422134,60013,
9760345132038278,ACETAMINOPHEN-EMAD SUSPENSION ORAL 120 mg/5mL 120 mL,5,عماد درمان پارس,10861393627,1,06260349410159,60010,
3439745122912221,ACETAMINOPHEN-EMAD SUSPENSION ORAL 120 mg/5mL 120 mL,5,عماد درمان پارس,10861393627,1,06260349400693,60010,
9188207561213361,PARAKID SUSPENSION ORAL 120 mg/5mL 120 mL,5,الحاوی,10100428084,1,06260171301120,60012,
4015752578956053,TYLOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,داروسازی اکسیر,10100999659,1,06260153097065,60016,
1358291215701276,CHILDRENS NOVAFEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,الحاوی,10100428084,1,06260171300154,60011,
9855958025062605,PEDIAMEX SUSPENSION ORAL 120 mg/5mL 120 mL,5,لابراتوار های دنیای بهداشت,10100935871,1,06260168971152,60014,
1417475548329412,SUSFEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,فارماشیمی,10100369224,1,06260286550604,60015,
2018549638861631,SUSFEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,فارماشیمی,10100369224,1,06260286524254,60015,
7492789621835087,TYLOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,داروسازی اکسیر,10100999659,1,06260153021145,60016,
6859818095688734,TYLOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,داروسازی اکسیر,10100999659,1,06260153070105,60016,
6812659444408782,ACETAMINOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,5,لابراتوارهای شهردارو,10100384423,1,06260195226980,60010,
2993552977020030,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی تولید دارو,10102901102,10,06260803003552,60017,New
5963451268977065,AFICETAMOL SUPPOSITORY RECTAL 125 mg,6,ایران آوند فر,10100850086,10,06261124020051,60018,
2949144476356126,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,کارخانجات دارو پخش,10101823437,5,06260132432887,60017,
5969211093114995,ACETAMINOPHEN-EMAD SUPPOSITORY RECTAL 125 mg,6,عماد درمان پارس,10861393627,10,06260349400549,60017,
5223024536332832,ACETAMINOPHEN BEHSA SUPPOSITORY RECTAL 125 mg,6,دارو سازی بهسا,10780030571,10,06260157643169,60017,
4902635842060864,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی آرنیکا سلامت,10104040838,10,06263250000464,60017,
7450266882225046,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی تولید دارو,10102901102,10,06260803000629,60017,
8130226660337000,ACETOMINOZAN SUPPOSITORY RECTAL 125 mg,6,دارو سازی بهوزان,10100690039,10,06260160500527,71942,
8061802990851716,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی کاسپین تأمین,10100929813,10,06260157702217,60017,
8446330050833445,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,کارخانجات دارو پخش,10101823437,5,06260132435260,60017,
8941448556295664,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,فارماشیمی,10100369224,5,06260286550369,60017,
5115266951024980,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی آتیه فارمد سلامت,14007134573,10,06260002759403,60017,
3399681123292844,ACETAMINOPHEN-EMAD SUPPOSITORY RECTAL 125 mg,6,عماد درمان پارس,10861393627,10,06260349402123,60017,
9854598599679315,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی آرنیکا سلامت,10104040838,10,06263250000228,60017,
7005149804268593,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,فارماشیمی,10100369224,5,06260286545198,60017,
6835833822802691,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,فارماشیمی,10100369224,5,06260286500302,60017,
9649269254350004,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی آرنیکا سلامت,10104040838,10,06263250000020,60017,
5462789352200600,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی ابوریحان,10100402567,10,06260164603194,60017,
2333494287287790,ACETAMINOPHEN-NAJO SUPPOSITORY RECTAL 125 mg,6,ایران ناژو,10100916041,10,06260094350519,60017,
1657172069408682,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی تولید دارو,10102901102,10,06260803002210,60017,
8322136710658649,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,داروسازی ابوریحان,10100402567,10,06260164681628,60017,
7523479128853818,ACETAMINOPHEN-BEHVAZAN SUPPOSITORY RECTAL 125 mg,6,دارو سازی بهوزان,10100690039,10,06260160500831,60017,
2487094830623707,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,کارخانجات دارو پخش,10101823437,5,06260132434430,60017,
5314135226207458,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,6,کارخانجات دارو پخش,10101823437,5,06260132412391,60017,
0372180770838675,ACETAMINOPHEN-BEHVAZAN SUPPOSITORY RECTAL 125 mg,6,دارو سازی بهوزان,10100690039,10,06260160516016,60017,
6507321750867390,ACETAMINOPHEN TABLET ORAL 325 mg,7,صنایع شیمیایی کیمیاگران امروز,10101613123,100,06267371600084,60019,New
6804301962811605,VELOTYL TABLET ORAL 325 mg,7,داروسازی خوارزمی,10100378232,30,06260160201424,70467,
3180101663687844,ACETAMINOPHEN-JALINOUS TABLET ORAL 325 mg,7,داروسازی جالینوس,10100744488,100,06260164702088,60019,
3963882623275055,MEGAFEN TABLET ORAL 325 mg,7,کیش مدیفارم,10861529740,24,06260509302928,70466,
5427512579947233,ACETAMINOPHEN-JALINOUS TABLET ORAL 325 mg,7,داروسازی جالینوس,10100744488,100,06260164702071,60019,
4681424353095929,ACETAMINOPHEN-JALINOUS TABLET ORAL 325 mg,7,داروسازی جالینوس,10100744488,100,06260164702057,60019,
4121823022056010,ACETAMINOPHEN-JALINOUS TABLET ORAL 325 mg,7,داروسازی جالینوس,10100744488,100,06260164710014,60019,
8300555253253051,VELOTYL TABLET ORAL 325 mg,7,داروسازی خوارزمی,10100378232,100,06260160200540,70467,
9064637959103532,ACETAMINOPHEN-SHAFA TABLET ORAL 325 mg,7,لابراتوار داروسازی و بهداشتی شفا,10100475124,100,06261681602806,60019,
9567568989729386,VELOTYL TABLET ORAL 325 mg,7,داروسازی خوارزمی,10100378232,100,06260160200519,70467,
9455926438179740,VELOTYL TABLET ORAL 325 mg,7,داروسازی خوارزمی,10100378232,30,06260160201561,70467,
9687752128647443,ACETAMINOPHEN-SHAFA TABLET ORAL 325 mg,7,لابراتوار داروسازی و بهداشتی شفا,10100475124,30,06261681602776,60019,
2715966749600952,ACETAMINOPHEN-SHAFA TABLET ORAL 325 mg,7,لابراتوار داروسازی و بهداشتی شفا,10100475124,30,06261681601267,60019,
8220891994248619,ACETAMINOPHEN-SHAFA TABLET ORAL 325 mg,7,لابراتوار داروسازی و بهداشتی شفا,10100475124,100,06260343623357,60019,
6556769624660275,ACETAMINOPHEN-BDP TABLET ORAL 325 mg,7,بهداشت و درمان پاسارگاد جابر,10104098954,100,06260002681049,60019,
9761876956711503,ACETAMINOPHEN TABLET ORAL 325 mg,7,داروسازی سامی ساز,10380252460,100,06260482603081,60019,
5899185495146892,ACETAMINOPHEN ARYA TABLET ORAL 325 mg,7,داروسازی آریا,10100903253,100,06260157100518,60019,
1586212582283092,ACETAMINOPHEN ARYA TABLET ORAL 325 mg,7,داروسازی آریا,10100903253,30,06260157100099,60019,
7919025913060864,ACETAMINOPHEN-BDP TABLET ORAL 325 mg,7,بهداشت و درمان پاسارگاد جابر,10104098954,100,06260002681056,60019,
9323958689158064,ACETAMINOPHEN-JALINOUS TABLET ORAL 325 mg,7,داروسازی جالینوس,10100744488,30,06260164702521,60019,
7640167992521503,ACETAMINOPHEN-HAKIM TABLET ORAL 325 mg,7,دارو سازی حکیم,10100359861,30,06260155802568,60019,
2252216795584553,ACETAMINOPHEN TABLET ORAL 325 mg,7,صنعتی کیمیدارو,10861824398,100,06260182910014,60019,
0347559292230555,ACETAMINOPHEN SOHA TABLET ORAL 325 mg,7,دارو سازی سها,10860112294,100,06260154312273,60019,
6715078872867623,ACETAMINOPHEN SOHA TABLET ORAL 325 mg,7,دارو سازی سها,10860112294,100,06260154300997,60019,
7085277764208248,ACETAGROPHEN TABLET ORAL 325 mg,7,دارویی و نهاده های زاگرس دارو پارسیان,10102439004,100,06262209100309,60020,
7045677354725904,ACETAMINOPHEN TABLET ORAL 325 mg,7,داروسازی خوارزمی,10100378232,100,06260160210013,60019,
3240934068899442,ACETAMINOPHEN TABLET ORAL 325 mg,7,البرز دارو,10861412626,100,06260152410841,60019,
1422764063475100,ACETAMINOPHEN ARYA TABLET ORAL 325 mg,7,داروسازی آریا,10100903253,30,06260157100839,60019,
1443437438811782,ACETAMINOPHEN ARYA TABLET ORAL 325 mg,7,داروسازی آریا,10100903253,100,06260157100846,60019,
5687901963682728,ACETAMINOPHEN TABLET ORAL 325 mg,7,دارو سازی طب مفید نیکان,14006093316,100,06263912700862,60019,
7830428465275265,ACETAMINOPHEN-HAKIM TABLET ORAL 325 mg,7,دارو سازی حکیم,10100359861,100,06260155802551,60019,
9581993742111319,ACETAMINOPHEN TABLET ORAL 325 mg,7,دارو سازی طب مفید نیکان,14006093316,100,06263912700268,60019,
8545040735738467,ACETAMINOPHEN TABLET ORAL 325 mg,7,روزدارو,10100373295,30,06260165000237,60019,
6140260438168697,ACETAMINOPHEN TABLET ORAL 325 mg,7,داروسازی مداوا,10100602399,100,06260154810014,60019,
4376918552400229,ACETAMINOPHEN TABLET ORAL 325 mg,7,روزدارو,10100373295,100,06260165030029,60019,
8490540551776838,ACETAMINOPHEN-HAKIM TABLET ORAL 325 mg,7,دارو سازی حکیم,10100359861,30,06260155802384,60019,
0336780452300485,CODIMAL TABLET ORAL 325 mg,7,داروسازی دکتر عبیدی,10100621228,30,06260154641908,60022,
5242852188661184,ACETAGROPHEN TABLET ORAL 325 mg,7,دارویی و نهاده های زاگرس دارو پارسیان,10102439004,100,06262209100590,60020,
3287055142944718,ACETAMIN TABLET ORAL 325 mg,7,دارو سازی تهران دارو,10100254685,100,06260153907616,60021,
2767562230463852,ACETAMIN TABLET ORAL 325 mg,7,دارو سازی تهران دارو,10100254685,100,06260153904455,60021,
4110645920347357,ACETAMIN TABLET ORAL 325 mg,7,دارو سازی تهران دارو,10100254685,30,06260153907999,60021,
1820493694338353,ACETAGROPHEN TABLET ORAL 325 mg,7,دارویی و نهاده های زاگرس دارو پارسیان,10102439004,30,06262209100606,60020,
9132189069306155,ACETAGROPHEN TABLET ORAL 325 mg,7,دارویی و نهاده های زاگرس دارو پارسیان,10102439004,30,06262209100316,60020,
6294967777023048,ACETAMINOPHEN-HAKIM TABLET ORAL 325 mg,7,دارو سازی حکیم,10100359861,100,06260155812260,60019,
2822917012755406,ACETAMINOPHEN TABLET ORAL 325 mg,7,سجاد داروی شرق,10380313849,100,06260720901740,60019,
7013138365049569,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی تولید دارو,10102901102,10,06260803003576,60023,New
8432067624006634,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی تولید دارو,10102901102,10,06260803002227,60023,
7506674069324474,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی کاسپین تأمین,10100929813,5,06260157703085,60023,
3195448095098839,ACETOMINOZAN SUPPOSITORY RECTAL 325 mg,8,دارو سازی بهوزان,10100690039,10,06260160500534,71943,
1771136224726307,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی تولید دارو,10102901102,10,06260803000636,60023,
8773336312478286,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی آتیه فارمد سلامت,14007134573,10,06260002759458,60023,
5029478921699524,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی آرنیکا سلامت,10104040838,10,06263250000433,60023,
9085994849996449,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی ابوریحان,10100402567,10,06260164682625,60023,
1129941497473427,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,کارخانجات دارو پخش,10101823437,5,06260132434294,60023,
6008906928530350,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,فارماشیمی,10100369224,5,06260286500296,60023,
2408672990712061,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,کارخانجات دارو پخش,10101823437,5,06260132435369,60023,
7020346248664520,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,فارماشیمی,10100369224,5,06260286545129,60023,
3598989398125900,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,داروسازی ابوریحان,10100402567,10,06260164603873,60023,
8468275948560175,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,فارماشیمی,10100369224,5,06260286500623,60023,
3937626373551764,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,کارخانجات دارو پخش,10101823437,5,06260132412452,60023,
5303451242938103,ACETAMINOPHEN SUPPOSITORY RECTAL 325 mg,8,فارماشیمی,10100369224,5,06260286550390,60023,
