IRC,ATCCode,FullEnBrandName,LicenseOwnerName,LicenseOwnerNationalCode,ErxCode,PackageCount,GTIN,ACTION
7380674972334748,,ARTHROHEAL CAPSULE ORAL,بهتا دارو آفرینش,14004003293,90107,30,6263041500180,Old
3028925379941519,,ARTHROHERB FC TABLET ORAL,داروسازی امین,10260063258,90108,30,6260154900012,Old
3240160380614802,,ARTHROMAN CAPSULE ORAL,رحمان گستران,10102774240,90109,30,6263604600111,Old
2231357160176638,,ARTHROMAN CAPSULE ORAL,رحمان گستران,10102774240,90109,30,6263604600289,Old
4581260928135859,,ARTROLISTICA CAPSULE ORAL,آرین سلامت سینا,10104090275,90111,32,6265581500804,Old
5173933790588103,,ASAPROST CAPSULE ORAL,متین آسا فارمد,14006467725,90113,60,6263776400212,Old
9817349421987453,,ASCORPHYT CHEWABLE TABLET ORAL,ایران داروک,10100876173,90114,30,6260503200558,Old
7960563622685629,,ASPAGAN CAPSULE ORAL,کی دارو فناوری سلامت,10320779390,90117,60,6263337200022,Old
5814325417494451,,ASTRAGALUS CAPSULE ORAL,نیک اختر آریا,10102769746,90119,30,6267554300879,Old
6822583492598408,,ASUPRA CAPSULE ORAL,قندهای رژیمی پرارین پارس,10380268003,90120,15,6262094901012,Old
9967910487510898,,ATHEROMOD-B FC TABLET ORAL 350 mg,باریج اسانس,10260162555,90121,100,6260084721466,Old
8674173594452025,,RICOTA CAPSULE ORAL,کی دارو فناوری سلامت,10320779390,90126,60,6263337200244,Old
1985728318634318,,AVODIN CAPSULE ORAL,آرین سلامت سینا,10104090275,90131,32,6265581500385,Old
2202161713025985,,BARIFENAC CAPSULE ORAL,باریج اسانس,10260162555,90155,30,6260084729103,Old
3814916221423071,,BARIJ BLACK SEED OIL SOFTGEL ORAL,باریج اسانس,10260162555,90156,90,6260084725099,Old
1555954745310720,,BARSAM CAPSULE ORAL,سلامت گستر آرتیمان,14003495433,90167,60,6262808200189,Old
7238295990734286,,BAYRECTION CAPSULE ORAL,بایر بهساز دارو,14003971578,90170,30,6263135000343,Old
0639350712203428,,BIO IBS CAPSULE ORAL,تک ژن زیست,10102825662,90195,30,6262742300396,Old
1675048521706941,,BIOLAX CAPSULE ORAL,سیمرغ داروی عطار,14003077918,90198,30,6263056101327,Old
8456711823039182,,BLOCK STRESS MSN CAPSULE ORAL,مزد یسنا سام نوش دارو,10380588016,90205,60,6262871700012,Old
6962671673471004,,BODY FAT DOUBLE CUT DIET LINE TABLET ORAL,سام آرین اکسیر,10320248150,90206,30,6262441100150,Old
8240573271691068,,BOLIPEX CAPSULE ORAL,بوعلی دارو قم,10860973240,90208,60,6262667500611,Old
8928228578651245,,BONE MD CAPSULE ORAL,آرین سلامت سینا,10104090275,90210,32,6265581500828,Old
9915059091022930,,BREAST VID CAPSULE ORAL,برنا طب ویدا,14006915532,90215,60,6269213100103,Old
1137245863074358,,BRONCHOGOL FC TABLET ORAL,گل دارو,10100931371,90225,30,6260232390216,Old
5415397268613191,,BRONCHOGOL FC TABLET ORAL,گل دارو,10100931371,90225,30,6260232301274,New
8139319164781033,,BURNING FAT FC TABLET ORAL,درمان یاب دارو,10103792295,90234,60,6260595800278,Old
6244651106434992,,BURNING FAT FC TABLET ORAL,درمان یاب دارو,10103792295,90234,30,6260595800643,Old
4952435538424591,,BURNING FAT FC TABLET ORAL,درمان یاب دارو,10103792295,90234,1,6260595802210,Old
4483102534333119,,BURNING FAT FC TABLET ORAL,درمان یاب دارو,10103792295,90234,30,6260595802357,Old
8213728953163110,,BUSTOMAX RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,90235,30,6262794601748,Old
3252431723361490,,CAMBOSA MATIN CAPSULE ORAL,متین آسا فارمد,14006467725,90253,60,6263776400151,Old
9919740849247538,,CAMGREEN TABLET ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90255,200,6260608200934,Old
4583919122840342,,CAMGREEN TABLET ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90255,100,6260608200170,Old
4109554073370067,,CAMGREEN TABLET ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90255,100,6260608200170,Old
3631597967059006,,CARBOGOL CAPSULE ORAL,گل دارو,10100931371,90285,30,6260232390605,Old
2941722230818575,,CARBOGOL CAPSULE ORAL,گل دارو,10100931371,90285,30,6260232301861,New
4885087923317890,,CARBOSLIM CAPSULE ORAL,نیک اختر آریا,10102769746,90286,60,6267554300916,Old
7223044170949930,,CARDIOTON FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90288,30,6260154712127,Old
7621478030033482,,CARDIOTON FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90288,30,06260154712127,New
5959458646921322,,CASTOREX BARIJ SOFTGEL ORAL,باریج اسانس,10260162555,90296,30,6260084724016,Old
0736861479820862,,CASTOREX BARIJ SOFTGEL ORAL,باریج اسانس,10260162555,90296,60,6260084724023,Old
3534761456107007,,CELER-X FORTE FC TABLET ORAL,درمان یاب دارو,10103792295,90301,30,6260595800605,Old
2582202657244956,,CELER-X FORTE FC TABLET ORAL,درمان یاب دارو,10103792295,90301,60,6260595800414,Old
2897614518757539,,CENTELLA TST CAPSULE ORAL,ترانه های شفا بخش طبیعت,14005159863,90303,30,6263625300045,Old
5404528539276237,,SUPER PLANT FLATTENING SINA PAJOH CAPSULE ORAL,جهاد دانشگاهی,14001906001,90306,60,6262223500185,Old
1894598931108292,,CHITOSAN COMPLEX CAPSULE ORAL,نیک اختر آریا,10102769746,90315,90,6267554301326,Old
8702596677295927,,CHITOSAN TABA CAPSULE ORAL,تابا دارو پیشگام,10320435954,90316,60,6262902513840,Old
8936223814804467,,C-LAX TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90329,30,6260154712103,Old
1993618487033686,,C-LAX TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90329,25,6260154712011,Old
6661663445943201,,C-LAX TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90329,25,06260154712011,New
5536018240948342,,C-LAX TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90329,30,06260154712103,New
8052954319502888,,COLESTROFORTE TABLET ORAL,نیک اختر آریا,10102769746,90345,60,6267554300558,Old
2889187783371943,,COLMIGAN CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90354,20,6260608200989,Old
7310432273664919,,COLMIGAN CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90354,20,6260608201375,New
1273840922575815,,COMFLOR CAPSULE ORAL,فرا دارو فن آور مهر,14005804900,90356,30,6269366900025,Old
1694715606654958,,COMFORT FORMULA FC TABLET ORAL,درمان یاب دارو,10103792295,90357,30,6260595800810,Old
0475297516083758,,CRANBERRY HERBALIO GREEN CAPSULE ORAL,دایان فارمد بهین تولید,14004791415,90370,60,6263240700060,Old
3438723397902209,,CRANBERRY SHARI FC TABLET ORAL,مکمل دارویی شاری,14004442642,90374,30,6263132800168,Old
1999838389896058,,CRATAEGUS TABLET ORAL,ایران داروک,10100876173,90376,30,6260503200473,Old
9841573725456208,,CRATAGOL FC TABLET ORAL,گل دارو,10100931371,90377,30,6260232350234,Old
5871090243212216,,CRUCER-SGS CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,90382,30,6262248101909,Old
9363252492493148,,CURCUMAX CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,90387,30,6262248101350,Old
6085124074789133,,CURCUMAX CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,90387,30,6262248105204,Old
4106933222644050,,CURCUMIN KAREN CAPSULE ORAL,داروسازی و مکملهای غذایی حیاتی کارن,10860165914,90389,60,6261405186537,Old
9831831859551098,,CURCUMIN RAZAK CAPSULE ORAL,لابراتوارهای رازک,10860385410,90390,30,6260154206190,Old
2699533966935096,,CUT REFLUX CAPSULE ORAL,بهتا دارو آفرینش,14004003293,90396,30,6263041500197,Old
5021743410910517,,CUT REFLUX CAPSULE ORAL,بهتا دارو آفرینش,14004003293,90396,30,6263041500593,Old
2919630222215856,,CYNAR TABLET ORAL,پور سینا,10100471534,90399,30,6260161060891,Old
7846246147515542,,CYNARCHOL FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90400,50,6260154712059,Old
8034537020215002,,CYNARCHOL FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90400,50,06260154712059,New
8728253217510754,,NIAK CYNAROL FC TABLET ORAL,نیاک,10700080177,90402,30,6260719500725,Old
5765603610478148,,CYSTONE TABLET ORAL,اهران تجارت,10101452926,90403,60,6260762000401,Old
4779222423645571,,CYSTONE TABLET ORAL,اهران تجارت,10101452926,90403,60,6260762001095,Old
0534895533724694,,DAILYEAST CAPSULE ORAL,زیست تخمیر,10320170851,90407,30,6262589500225,Old
3153424462878449,,DATURINE SINA TABLET ORAL,دارو سازی سینا فرآور اسپادانا,10260596961,90410,30,6262292000586,Old
8788801794961323,,DELTA ZEX CAPSULE ORAL,دلتا دارو,10103856890,90427,30,6260721801803,Old
3648479280760767,,DEPROHERB SOFTGEL ORAL,باریج اسانس,10260162555,90439,30,6260084725082,Old
5088241165144542,,DIASIN RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,90453,30,6262794601304,Old
4621551039755204,,DIASIN RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,90453,60,6262794600048,Old
2277600381652721,,DIGESCAP CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,90455,60,6262248102111,Old
8559201432304013,,DIGESTIVE AID FC TABLET ORAL,درمان یاب دارو,10103792295,90456,30,6260595800612,Old
7945656621375842,,DIGESTIVE AID FC TABLET ORAL,درمان یاب دارو,10103792295,90456,30,6260595801190,Old
2557420174273068,,DIGESTIVE AID FC TABLET ORAL,درمان یاب دارو,10103792295,90456,60,6260595805952,Old
6090614880564740,,DIGESTIVE AID FC TABLET ORAL,درمان یاب دارو,10103792295,90456,60,6260595801923,Update
7796008783541035,,DINEH CURCUMA FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90460,50,6260154700322,Old
8924057911435334,,DINEH CURCUMA FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90460,50,06260154700322,New
4636590551331341,,DOLOTEFFIN FC TABLET ORAL,آیریا نیک,10101311063,90473,20,6260637000697,Old
8538170667446736,,DORMIRIN FORTE CAPSULE ORAL,هیلیا فارمد,10320219065,90476,10,6269133700230,Old
7280356077660368,,DORMIRIN FORTE CAPSULE ORAL,هیلیا فارمد,10320219065,90476,20,6269133700070,Old
5849666895099656,,ECHIMAN CAPSULE ORAL,رحمان گستران,10102774240,90497,60,6263604600104,Old
3936052184771316,,ECOGAN CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90504,30,6260608200347,Old
3971872800029336,,ELARTRIT CAPSULE ORAL,داروسازی ریحانه اصفهان,10102318542,90509,30,6260660700205,Old
7466023985596757,,ELLAGICA CAPSULE ORAL,اکسیر گستر اسپادانا,10260684850,90511,60,6262814900042,Old
4326180228539937,,ENERG-X FC TABLET ORAL,درمان یاب دارو,10103792295,90514,60,6260595810413,Old
2740061495839633,,ENERG-X FC TABLET ORAL,درمان یاب دارو,10103792295,90514,30,6260595800667,Old
2022328420305628,,ENERG-X FC TABLET ORAL,درمان یاب دارو,10103792295,90514,30,6260595801206,Old
2015552797791257,,ENERG-X FC TABLET ORAL,درمان یاب دارو,10103792295,90514,60,6260595802326,Old
6411017426483035,,EQUIFLEX VASHA TABLET ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,90521,90,6263457600085,Old
7879199047765934,,ESTROFUN FC TABLET ORAL,داروسازی رها اصفهان,10260402162,90525,30,6260616502181,Old
9745233838611541,,EUCALYPTUS BARIJ SOFTGEL INHALER 200 mg,باریج اسانس,10260162555,90531,30,6260084700669,Old
7183830034110926,,EUCALYPTUS BARIJ SOFTGEL INHALER 400 mg,باریج اسانس,10260162555,90534,30,6260084724696,Old
6188047676329842,,EVERLASTING T CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,90549,60,6262248102142,Old
4108337381344354,,EVERLASTING T CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,90549,30,6262248102135,Old
1708761332267184,,EXTRAFIT MATIN CAPSULE ORAL,متین آسا فارمد,14006467725,90552,60,6263776400144,Old
4863610282996301,,FATFIX TABLET ORAL,جی فارمد اسپادانا,10260408358,90557,60,6263073300024,Old
1381676913556065,,FELORDO TABLET ORAL,دارو سازی سینا فرآور اسپادانا,10260596961,90559,30,6262292001057,Old
7401008278460943,,FEMIDIN FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90562,50,6260154700315,Old
8216817097259457,,FEMIDIN FC TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90562,50,06260154700315,New
1930244677837844,,FENUBET CAPSULE ORAL 500 mg,سدرین دارو البرز,10190052370,90566,60,6263913900018,Old
3244970797022607,,FIT LOUNGE CAPSULE ORAL,متین آسا فارمد,14006467725,90581,60,6263776400083,Old
9301686997031175,,FITTOMAN CAPSULE ORAL,رحمان گستران,10102774240,90582,30,6263604600036,Old
4116490458280557,,FITTOMAN CAPSULE ORAL,رحمان گستران,10102774240,90582,30,6263604600296,Old
6511607393429539,,FLAXSEED GE SOFTGEL ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,90584,70,6260608200514,Old
4820333648900856,,FORCE KIM CAPSULE ORAL,داروسازی کیمیاگر طوس,10380268757,90589,100,6260654500774,Old
6375117833613956,,FORSKOLIN PLUS CAPSULE ORAL,دانش و درمان تبسم,14006216879,90590,30,6263912400014,Old
6358914710089274,,FORSKOLIN PLUS CAPSULE ORAL,دانش و درمان تبسم,14006216879,90590,30,6263912400168,New
1837822172581318,,GALEGA SUPPLUS MEDS CAPSULE ORAL,لابراتوارهای داروهای گیاهی طبیعت زنده,10101750412,90595,60,6260374028404,Old
5605322745054492,,GARCIN FC TABLET ORAL 300 mg,گل دارو,10100931371,90598,30,6260232350036,Old
1454432773359774,,GARCIN FC TABLET ORAL 300 mg,گل دارو,10100931371,90598,30,6260232301403,New
2130789007609427,,GARCIN FC TABLET ORAL 500 mg,گل دارو,10100931371,90599,30,6260232350210,Old
4477642824816730,,GARCIN FC TABLET ORAL 500 mg,گل دارو,10100931371,90599,30,6260232301410,New
6868329550164695,,GARCINIA CAMBOGIA BSK TABLET ORAL,بنیان سلامت کسری,14004186358,90600,90,6263067900162,Old
6141025453871550,,GARCINOFIT CAPSULE ORAL,بهتا دارو آفرینش,14004003293,90603,60,6263041500142,Old
2916182458484548,,GARCINOFIT CAPSULE ORAL,بهتا دارو آفرینش,14004003293,90603,60,6263041500432,Old
1044770418996107,,GARLET FC TABLET ORAL,داروسازی امین,10260063258,90604,30,6260154970053,Old
6120518556581156,,GARLIC SHARI TABLET ORAL,مکمل دارویی شاری,14004442642,90606,30,6263132800144,Old
9117815590819627,,GASTOLIN RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,90610,60,6262794600055,Old
3685270451262988,,GASTRODIN TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90613,50,6260154712080,Old
7378500172039731,,GASTRODIN TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90613,50,06260154712080,New
9439540612215920,,GASTROMED SOFTGEL ORAL,اکسیر گستر اسپادانا,10260684850,90615,60,6262814900134,Old
7914894618274826,,GASTROMED SOFTGEL ORAL,اکسیر گستر اسپادانا,10260684850,90615,30,6262814900158,Old
5508313206117080,,GELAX SOFTGEL ORAL,داروسازی دانا,10860393596,90620,50,6260156708364,Old
6528807117127219,,GELOGRAPH SOFTGEL ORAL,داروسازی امین,10260063258,90621,50,6260154900906,Old
6946297237066888,,GELOMINT IBS SOFTGEL ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,90622,30,6263457600207,Old
6240887223217921,,GELOMINT IBS SOFTGEL ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,90622,30,6263457600054,Old
3123398645902761,,GELOMINT IBS SOFTGEL ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,90622,30,6263457600238,Old
8321394083623938,,GENESTROG-100 CAPSULE ORAL,بهستان فارمد,10320325632,90627,60,6262283400128,Old
5756825468426343,,GENESTROG-100 CAPSULE ORAL,بهستان بهداشت,10102853835,90627,60,6260602701574,Old
2722865674293120,,GENSALIN CAPSULE ORAL,حکیم مومن تبریزی,10860385097,90629,10,6260536701343,Old
1583215832964876,,GENTIANA TABLET ORAL,حکیم مومن تبریزی,10860385097,90631,50,6260536700728,Old
5430183660126337,,GENTIMAN CAPSULE ORAL,رحمان گستران,10102774240,90632,30,6263604600173,Old
0447897319124609,,GINKO TD FC TABLET ORAL,داروسازی تولید دارو,10102901102,90651,100,6260803061507,Old
0890981616847488,,GINKOGOL FC TABLET ORAL,گل دارو,10100931371,90653,30,6260232350203,Old
1282979992341542,,GINKOGOL FC TABLET ORAL,گل دارو,10100931371,90653,30,6260232301519,New
9440944988556855,,GINKOPLUS CAPSULE ORAL,بهار پایا,10102134360,90654,30,6261638300212,Old
3829071113930268,,GINKOPLUS CAPSULE ORAL,بهار پایا,10102134360,90654,15,6261638300205,Old
3416728081874469,,GINSENG SHARI FC TABLET ORAL,مکمل دارویی شاری,14004442642,90661,30,6263132800175,Old
1475305232835494,,GINSENG TD FC TABLET ORAL,داروسازی تولید دارو,10102901102,90663,30,6260803000971,Old
5676875086312120,,GINSIN CAPSULE ORAL,گل دارو,10100931371,90664,30,6260232370065,Old
7073997537270989,,GINSIN CAPSULE ORAL,گل دارو,10100931371,90664,30,6260232301977,New
2551314861098523,,GLUCOFIT CAPSULE ORAL,اکسیر گستر اسپادانا,10260684850,90666,60,6262814900196,Old
0680406833063400,,GLUCOHERB BARIJ TABLET ORAL,باریج اسانس,10260162555,90667,45,6260084721657,Old
9200992630251045,,GLUCOREX-B TABLET ORAL,باریج اسانس,10260162555,90668,100,6260084721480,Old
9516676662381471,,GLYBUREX CAPSULE ORAL,پارسیس رایا دارو,10320221457,90669,30,6263261300379,Old
0078483046779499,,GLYCOGOL TABLET ORAL,گل دارو,10100931371,90670,30,6260232390599,Old
4812489573029167,,GOLDEN IMMUNSTIM CAPSULE ORAL,گل دارو,10100931371,90673,30,6260232300208,Old
5813441772211032,,GOLDEN IMMUNSTIM CAPSULE ORAL,گل دارو,10100931371,90673,30,6260232301762,New
9066032407821700,,GRAPE SEED SHARI FC TABLET ORAL,مکمل دارویی شاری,14004442642,90683,30,6263132800137,Old
7633515211537246,,GREEN BURN FC TABLET ORAL,داروسازی امین,10260063258,90684,30,6260154967497,Old
7730811578758674,,GREEN COFFEE BSK TABLET ORAL,بنیان سلامت کسری,14004186358,90685,60,6263067900087,Old
8343463866777142,,GREEN COFFEE RNJ CAPSULE ORAL,داروسازی آرایشی بهداشتی و شوینده ریحان نقش جهان,10260423450,90686,60,6262396300377,Old
4537444114321433,,GREEN COFFEE TABA CAPSULE ORAL,تابا دارو پیشگام,10320435954,90687,60,6262902500017,Old
1655725649974091,,GREEN TEA PHYTOSOME CAPSULE ORAL,بین المللی سپید طب نیا,10103582017,90691,30,6262657687452,Old
7785427544078363,,GREEN TEA TD FC TABLET ORAL,داروسازی تولید دارو,10102901102,90693,30,6260803000964,Old
7245981896725257,,GREEN TEADIN TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90694,50,6260154712158,Old
7621602571294771,,GREEN TEADIN TABLET ORAL,مجتمع صنایع دینه ایران,10100825302,90694,50,06260154712158,New
9588929167948164,,HARTIKOL CAPSULE ORAL,هیلیا فارمد,10320219065,90733,30,6269133700063,Old
9358240163533216,,HCA GARCINIA VITA PLUS TABLET ORAL,سام آرین اکسیر,10320248150,90736,112,6262441100044,Old
5329151682456635,,HEALTHY CELLS WOMAN TABLET ORAL,بین المللی امید پارسینا دماوند,10103720823,90743,30,6262248102050,Old
3339772529372988,,HEALTHY CELLS WOMAN TABLET ORAL,بین المللی امید پارسینا دماوند,10103720823,90743,60,6262248102081,Old
7480418533827201,,HEALTHY LIVER FC TABLET ORAL,درمان یاب دارو,10103792295,90744,60,6260595800254,Old
0610606839566921,,HEALTHY LIVER FC TABLET ORAL,درمان یاب دارو,10103792295,90744,30,6260595800629,Old
3739092914908071,,HELICOPASS PLUS CAPSULE ORAL,توسعه تجارت قطره حیات,14004563138,90746,1,6263389700174,Old
6707990810114313,,HEMOLAX SINA TABLET ORAL,دارو سازی سینا فرآور اسپادانا,10260596961,90749,90,6262292000470,Old
5456214647355362,,HEMOROSIM TABLET ORAL,سیمرغ داروی عطار,14003077918,90750,30,6263056101297,Old
2896089562933952,,HEPARESCUE CAPSULE ORAL,توسعه تدارکات دارویی رازی,14005442097,90754,30,6268383800127,Old
9770987961543685,,HEPATICALL CAPSULE ORAL,شفا تاب دارو,14004056761,90756,60,6269128800051,Old
7460395736450631,,HEPATICALL CAPSULE ORAL,صبور دارو درمان گستر,14008137343,90756,30,6269891400151,New
7132152593684687,,HEPTO CARE FC TABLET ORAL,کیش مدیفارم,10861529740,90758,30,6260509314730,Old
2014361211700440,,HERBAGASTER CAPSULE ORAL,بهتا دارو آفرینش,14004003293,90762,30,6263041500203,Old
4695760794971065,,HIGHSENSE BARIJ TABLET ORAL,باریج اسانس,10260162555,90771,90,6260084721855,Old
2421155422024155,,HIGHSENSE BARIJ TABLET ORAL,باریج اسانس,10260162555,90771,30,6260084700966,Old
0519001803339692,,HI-REST CAPSULE ORAL,بین المللی سپید طب نیا,10103582017,90774,30,6262657621647,Old
9000656040974956,,HORNY GOAT PLUS CAPSULE ORAL,دانش و درمان تبسم,14006216879,90797,30,6263912400021,Old
6515442412402796,,HTS CYNA CARE CAPSULE ORAL,حکیم تجارت سهند,14004367430,90800,30,6263543700057,Old
7994354584300931,,HTS SLIMCARE CAPSULE ORAL,حکیم تجارت سهند,14004367430,90801,60,6263543700163,Old
5677833437760077,,HTS DONNACARE CAPSULE ORAL,حکیم تجارت سهند,14004367430,90803,30,6263543700194,Old
4125495653412833,,HYALURONIC ACID TGH CAPSULE ORAL,توسعه تجارت قطره حیات,14004563138,90810,60,6263389700037,Old
4238603543222990,,HYALURONIC ACID TGH CAPSULE ORAL,توسعه تجارت قطره حیات,14004563138,90810,60,6263389700969,Old
2331395226800105,,HYALURONIC ACID TGH CAPSULE ORAL,توسعه تجارت قطره حیات,14004563138,90810,60,6263389700006,Old
9965392223217223,,HYPOPHAR CAPSULE ORAL,نو تک فار,10320600467,90815,60,6262629300075,Old
1293280677071533,,IBSIRO CAPSULE ORAL,روژان داروی پارس کیمیا,14006954219,90820,30,6269558200018,Old
2211298783614354,,ID-VIT TABLET ORAL,ایران داروک,10100876173,90821,30,6260503200794,Old
6199132723831405,,IMMUNILFLOR CAPSULE ORAL,دارو سازی سینا فرآور اسپادانا,10260596961,90825,30,6262292000630,Old
1923308989235229,,IMMUSTIM TABLET ORAL,گل دارو,10100931371,90830,30,6260232300550,Old
5902231876695308,,IMMUSTIM TABLET ORAL,گل دارو,10100931371,90830,30,6260232301748,New
9729879071399776,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,30,6260595801244,Old
8956420620845289,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,60,6260595800339,Old
6935670410255586,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,1,6260595802364,Old
3991682354173580,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,30,6260595800636,Old
3232897524218582,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,1,6260595802180,Old
7401234734058029,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,30,6260595803781,Old
3541331817922881,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,30,6260595803798,Old
7001158038680733,,KAMASOTRA CAPSULE ORAL,درمان یاب دارو,10103792295,90872,30,6260595803828,Old
3028632461511809,,KHIAR TALKH CAPSULE ORAL,سلامت تینا فرنوش,14004935832,90892,100,6263736400016,Old
